duvi_year,admin_dong_code,sgg_nm,admin_dong_name,duvi_score,duvi_grade,duvi_grade_label,duvi_domain_count_used,duvi_variable_count_used
2023,11200540,동작구,상도2동,20.5996,5,다소 낮음,6,14
2023,11060840,동대문구,전농2동,20.5352,5,다소 낮음,6,14
2023,11170740,구로구,항동,20.5125,5,다소 낮음,6,16
2023,11240570,송파구,방이1동,20.5082,5,다소 낮음,7,18
2023,11230600,강남구,대치1동,20.501,5,다소 낮음,6,14
2023,11180540,금천구,독산3동,20.4198,5,다소 낮음,6,14
2023,11010640,종로구,이화동,20.3295,5,다소 낮음,8,19
2023,11080580,성북구,돈암1동,20.2866,5,다소 낮음,8,20
2023,11040650,성동구,성수1가1동,20.2309,5,다소 낮음,8,19
2023,11180580,금천구,시흥2동,20.1817,5,다소 낮음,7,15
2023,11240750,송파구,잠실4동,20.0873,5,다소 낮음,6,14
2023,11120720,은평구,불광2동,20.0656,5,다소 낮음,6,14
2023,11070700,중랑구,신내2동,20.045,5,다소 낮음,6,14
2023,11250660,강동구,성내2동,20.0022,5,다소 낮음,6,14
2023,11080590,성북구,돈암2동,19.9555,5,다소 낮음,7,16
2023,11010720,종로구,청운효자동,19.9531,5,다소 낮음,7,18
2023,11040520,성동구,왕십리2동,19.9382,5,다소 낮음,7,18
2023,11170640,구로구,개봉2동,19.9059,5,다소 낮음,6,14
2023,11240530,송파구,거여1동,19.8597,5,다소 낮음,7,18
2023,11150630,양천구,신월7동,19.8554,5,다소 낮음,6,14
2023,11020650,중구,신당5동,19.8284,5,다소 낮음,7,16
2023,11020730,중구,동화동,19.7639,5,다소 낮음,7,16
2023,11100560,도봉구,방학2동,19.757,5,다소 낮음,7,18
2023,11160761,강서구,방화3동,19.6744,6,낮음,8,19
2023,11160580,강서구,화곡3동,19.649,6,낮음,6,14
2023,11020690,중구,신당동,19.6266,6,낮음,9,21
2023,11070520,중랑구,면목2동,19.5824,6,낮음,6,14
2023,11230730,강남구,일원1동,19.572,6,낮음,7,18
2023,11160590,강서구,화곡4동,19.53,6,낮음,6,14
2023,11210630,관악구,남현동,19.509,6,낮음,7,18
2023,11100610,도봉구,창3동,19.4849,6,낮음,8,17
2023,11130520,서대문구,천연동,19.4335,6,낮음,8,19
2023,11150570,양천구,신월1동,19.3271,6,낮음,7,15
2023,11210520,관악구,보라매동,19.2705,6,낮음,6,14
2023,11210810,관악구,난곡동,19.2402,6,낮음,6,14
2023,11080620,성북구,정릉1동,19.1835,6,낮음,7,16
2023,11080640,성북구,정릉3동,19.179,6,낮음,7,16
2023,11120650,은평구,신사1동,19.1724,6,낮음,6,14
2023,11150600,양천구,신월4동,19.1692,6,낮음,6,14
2023,11080780,성북구,장위3동,19.1206,6,낮음,7,16
2023,11030650,용산구,이태원1동,19.1061,6,낮음,7,18
2023,11070570,중랑구,면목7동,19.0308,6,낮음,6,14
2023,11140710,마포구,연남동,18.8123,6,낮음,7,18
2023,11050570,광진구,중곡3동,18.781,6,낮음,6,14
2023,11040660,성동구,성수1가2동,18.7599,6,낮음,7,15
2023,11040620,성동구,금호4가동,18.6432,6,낮음,7,18
2023,11220580,서초구,반포2동,18.5675,6,낮음,7,15
2023,11040590,성동구,금호1가동,18.5197,6,낮음,7,18
2023,11080770,성북구,장위2동,18.4098,6,낮음,7,18
2023,11210580,관악구,낙성대동,18.3993,6,낮음,7,15
2023,11130640,서대문구,홍제3동,18.3957,6,낮음,7,15
2023,11140630,마포구,신수동,18.2964,6,낮음,7,18
2023,11140720,마포구,성산1동,18.2729,6,낮음,6,14
2023,11110720,노원구,상계8동,18.2584,6,낮음,6,14
2023,11110740,노원구,상계10동,18.2132,6,낮음,6,14
2023,11210660,관악구,서림동,18.1597,6,낮음,6,14
2023,11130660,서대문구,홍은1동,18.1525,6,낮음,6,14
2023,11070650,중랑구,묵2동,18.1252,6,낮음,7,15
2023,11190750,영등포구,도림동,18.1098,6,낮음,7,18
2023,11240550,송파구,마천1동,18.0001,6,낮음,6,14
2023,11180600,금천구,시흥4동,17.9726,6,낮음,7,18
2023,11060710,동대문구,회기동,17.9606,6,낮음,7,18
2023,11210640,관악구,서원동,17.9342,6,낮음,6,14
2023,11010700,종로구,숭인1동,17.9076,6,낮음,7,16
2023,11090620,강북구,번3동,17.8406,6,낮음,8,17
2023,11190680,영등포구,신길6동,17.7943,6,낮음,6,14
2023,11040670,성동구,성수2가1동,17.6867,6,낮음,6,14
2023,11210620,관악구,인헌동,17.5528,6,낮음,6,14
2023,11150580,양천구,신월2동,17.5182,6,낮음,6,14
2023,11190650,영등포구,신길3동,17.4984,6,낮음,6,14
2023,11190660,영등포구,신길4동,17.4949,6,낮음,7,18
2023,11020720,중구,청구동,17.4892,6,낮음,7,16
2023,11190700,영등포구,대림1동,17.4863,6,낮음,6,14
2023,11230511,강남구,개포3동,17.4648,6,낮음,6,14
2023,11150640,양천구,신정1동,17.4558,6,낮음,6,14
2023,11250580,강동구,암사2동,17.393,6,낮음,6,14
2023,11030580,용산구,효창동,17.3916,6,낮음,7,18
2023,11240590,송파구,오륜동,17.3717,6,낮음,6,14
2023,11040550,성동구,사근동,17.3569,6,낮음,7,18
2023,11190630,영등포구,신길1동,17.3089,6,낮음,6,14
2023,11070610,중랑구,중화1동,17.281,6,낮음,6,14
2023,11020580,중구,장충동,17.2569,6,낮음,7,18
2023,11160530,강서구,등촌2동,17.2336,6,낮음,6,14
2023,11180530,금천구,독산2동,17.1778,6,낮음,6,14
2023,11050550,광진구,중곡1동,17.1755,7,매우 낮음,7,15
2023,11180610,금천구,시흥5동,17.1711,7,매우 낮음,6,14
2023,11110730,노원구,상계9동,17.1673,7,매우 낮음,6,14
2023,11070550,중랑구,면목5동,17.124,7,매우 낮음,7,18
2023,11010570,종로구,무악동,17.1003,7,매우 낮음,8,20
2023,11190690,영등포구,신길7동,16.9921,7,매우 낮음,6,14
2023,11240620,송파구,송파2동,16.9634,7,매우 낮음,6,14
2023,11170700,구로구,가리봉동,16.8528,7,매우 낮음,7,18
2023,11060720,동대문구,휘경1동,16.8343,7,매우 낮음,6,14
2023,11130690,서대문구,남가좌1동,16.8207,7,매우 낮음,6,14
2023,11110590,노원구,하계2동,16.7857,7,매우 낮음,7,16
2023,11150650,양천구,신정2동,16.7664,7,매우 낮음,6,14
2023,11160650,강서구,가양2동,16.5457,7,매우 낮음,6,14
2023,11070540,중랑구,면목4동,16.5375,7,매우 낮음,6,14
2023,11110610,노원구,중계1동,16.4963,7,매우 낮음,6,14
2023,11210680,관악구,신사동,16.3814,7,매우 낮음,6,14
2023,11210610,관악구,중앙동,16.3359,7,매우 낮음,6,14
2023,11150690,양천구,신정6동,16.3095,7,매우 낮음,6,14
2023,11030690,용산구,서빙고동,16.2993,7,매우 낮음,7,18
2023,11070680,중랑구,망우3동,16.2914,7,매우 낮음,6,14
2023,11250590,강동구,암사3동,16.1971,7,매우 낮음,8,19
2023,11130740,서대문구,북아현동,16.1115,7,매우 낮음,6,14
2023,11200520,동작구,노량진2동,16.0961,7,매우 낮음,6,14
2023,11010690,종로구,창신3동,16.0144,7,매우 낮음,7,16
2023,11120600,은평구,응암2동,15.8872,7,매우 낮음,6,14
2023,11210540,관악구,청림동,15.7717,7,매우 낮음,6,14
2023,11160660,강서구,가양3동,15.6943,7,매우 낮음,6,14
2023,11220610,서초구,방배본동,15.5238,7,매우 낮음,6,14
2023,11210820,관악구,삼성동,15.5008,7,매우 낮음,6,14
2023,11200670,동작구,사당5동,15.4326,7,매우 낮음,6,14
2023,11010540,종로구,삼청동,15.4221,7,매우 낮음,8,19
2023,11030570,용산구,원효로2동,15.3972,7,매우 낮음,7,18
2023,11010680,종로구,창신2동,15.1996,7,매우 낮음,6,14
2023,11130710,서대문구,북가좌1동,15.1477,7,매우 낮음,6,14
2023,11150610,양천구,신월5동,15.0917,7,매우 낮음,6,14
2023,11170520,구로구,구로1동,15.0569,7,매우 낮음,6,14
2023,11030520,용산구,용산2가동,14.7313,7,매우 낮음,7,18
2023,11250770,강동구,상일2동,14.2624,7,매우 낮음,5,12
2023,11200660,동작구,사당4동,14.2241,7,매우 낮음,6,14
2023,11010550,종로구,부암동,14.084,7,매우 낮음,7,18
2023,11040580,성동구,응봉동,14.0604,7,매우 낮음,7,18
2023,11210650,관악구,신원동,14.0428,7,매우 낮음,7,15
2023,11140700,마포구,망원2동,13.9952,7,매우 낮음,6,14
2023,11060900,동대문구,이문2동,13.8725,7,매우 낮음,6,14
2023,11040690,성동구,송정동,13.5602,7,매우 낮음,8,19
2023,11030590,용산구,용문동,13.5576,7,매우 낮음,7,18
2023,11030700,용산구,보광동,13.5241,7,매우 낮음,7,18
2023,11160570,강서구,화곡2동,13.2478,7,매우 낮음,6,14
2023,11150620,양천구,신월6동,13.1231,7,매우 낮음,6,14
2023,11210710,관악구,난향동,12.7943,7,매우 낮음,6,14
2023,11190670,영등포구,신길5동,12.1423,7,매우 낮음,6,14
2023,11240780,송파구,잠실7동,11.7818,7,매우 낮음,6,14
2023,11010600,종로구,가회동,11.7154,7,매우 낮음,8,19
2023,11130650,서대문구,홍제2동,11.476,7,매우 낮음,6,14
2023,11240510,송파구,풍납1동,11.4608,7,매우 낮음,6,14
2023,11180590,금천구,시흥3동,10.9534,7,매우 낮음,6,14
2023,11230680,강남구,개포1동,10.6028,7,매우 낮음,6,14
2023,11250700,강동구,둔촌1동,10.1976,7,매우 낮음,7,15
2023,11030660,용산구,이태원2동,9.5958,7,매우 낮음,7,15
2023,11030640,용산구,이촌2동,8.0671,7,매우 낮음,7,15
2023,11220560,서초구,반포본동,3.3617,7,매우 낮음,6,14
2024,11190540,영등포구,여의동,51.6034,1,매우 높음,7,18
2024,11230640,강남구,역삼1동,51.5022,1,매우 높음,8,19
2024,11140660,마포구,서교동,50.1774,1,매우 높음,8,19
2024,11220530,서초구,서초3동,43.5033,1,매우 높음,7,15
2024,11140740,마포구,상암동,43.3564,1,매우 높음,7,18
2024,11010610,종로구,종로1·2·3·4가동,43.236,1,매우 높음,9,21
2024,11030730,용산구,한강로동,40.0696,1,매우 높음,7,18
2024,11230590,강남구,삼성2동,39.3221,1,매우 높음,7,18
2024,11020550,송파구,명동,39.2042,1,매우 높음,9,21
2024,11180510,금천구,가산동,38.7022,1,매우 높음,8,19
2024,11230580,강남구,삼성1동,38.0767,1,매우 높음,6,14
2024,11210800,관악구,청룡동,37.8741,1,매우 높음,7,18
2024,11160751,강서구,가양1동,37.8288,1,매우 높음,8,19
2024,11020540,중구,회현동,37.6578,1,매우 높음,9,21
2024,11190740,영등포구,영등포동,36.7576,1,매우 높음,7,18
2024,11170540,구로구,구로3동,36.4051,1,매우 높음,6,14
2024,11020590,중구,광희동,36.353,1,매우 높음,9,21
2024,11160740,강서구,우장산동,35.1468,1,매우 높음,7,18
2024,11250740,강동구,길동,34.6337,1,매우 높음,7,18
2024,11230650,강남구,역삼2동,34.5702,1,매우 높음,7,15
2024,11110560,노원구,공릉2동,34.261,1,매우 높음,8,20
2024,11240770,송파구,잠실6동,34.2477,1,매우 높음,8,19
2024,11250730,강동구,천호2동,33.8376,1,매우 높음,6,14
2024,11120710,은평구,진관동,33.7728,1,매우 높음,7,18
2024,11060810,동대문구,용신동,33.5602,1,매우 높음,7,18
2024,11220520,서초구,서초2동,32.6635,1,매우 높음,7,18
2024,11080840,성북구,종암동,32.5945,1,매우 높음,8,20
2024,11240650,송파구,가락본동,32.5016,1,매우 높음,7,18
2024,11070730,중랑구,망우본동,32.4416,1,매우 높음,7,18
2024,11130750,서대문구,신촌동,32.2798,1,매우 높음,7,18
2024,11110660,노원구,상계2동,32.2234,1,매우 높음,8,19
2024,11190560,영등포구,당산2동,31.8488,1,매우 높음,7,18
2024,11170560,구로구,구로5동,31.7235,1,매우 높음,6,14
2024,11220660,서초구,양재1동,31.6762,1,매우 높음,8,19
2024,11150660,양천구,신정3동,31.6521,1,매우 높음,7,18
2024,11010530,종로구,사직동,31.353,1,매우 높음,9,21
2024,11200630,동작구,사당1동,31.3405,1,매우 높음,7,18
2024,11100630,도봉구,창5동,31.2524,1,매우 높음,8,20
2024,11150720,양천구,신정4동,31.2054,1,매우 높음,7,15
2024,11090710,강북구,송중동,31.1227,1,매우 높음,8,20
2024,11170510,구로구,신도림동,31.0951,1,매우 높음,7,18
2024,11200680,동작구,대방동,30.9802,1,매우 높음,7,18
2024,11240710,송파구,잠실본동,30.8005,1,매우 높음,8,19
2024,11090700,강북구,미아동,30.7765,1,매우 높음,8,17
2024,11230780,강남구,청담동,30.5522,1,매우 높음,7,18
2024,11230760,강남구,세곡동,30.5135,1,매우 높음,7,18
2024,11200720,동작구,노량진1동,30.4287,1,매우 높음,7,18
2024,11240630,송파구,석촌동,30.3177,1,매우 높음,7,18
2024,11080850,성북구,석관동,30.2236,1,매우 높음,8,20
2024,11240690,송파구,문정2동,30.0021,1,매우 높음,7,18
2024,11210690,관악구,신림동,29.8379,1,매우 높음,7,18
2024,11230770,강남구,압구정동,29.7739,1,매우 높음,8,19
2024,11160540,강서구,등촌3동,29.6396,1,매우 높음,6,14
2024,11010730,종로구,혜화동,29.1832,1,매우 높음,8,20
2024,11050530,광진구,화양동,29.0978,1,매우 높음,8,19
2024,11020520,중구,소공동,29.0914,1,매우 높음,9,21
2024,11240600,송파구,오금동,28.9722,1,매우 높음,7,18
2024,11110510,노원구,월계1동,28.8863,1,매우 높음,8,20
2024,11060820,동대문구,제기동,28.8481,1,매우 높음,7,18
2024,11180570,금천구,시흥1동,28.7803,1,매우 높음,6,14
2024,11230520,강남구,논현1동,28.7097,1,매우 높음,8,19
2024,11190760,영등포구,문래동,28.5279,2,높음,8,19
2024,11040680,성동구,성수2가3동,28.3904,2,높음,8,19
2024,11190550,영등포구,당산1동,28.2824,2,높음,7,18
2024,11060880,동대문구,장안2동,28.2732,2,높음,7,18
2024,11060830,동대문구,전농1동,28.2165,2,높음,7,18
2024,11200530,동작구,상도1동,28.0661,2,높음,8,19
2024,11160550,강서구,화곡본동,28.0455,2,높음,7,18
2024,11240580,송파구,방이2동,28.0387,2,높음,6,14
2024,11110790,노원구,공릉1동,28.0351,2,높음,8,17
2024,11160510,강서구,염창동,27.9435,2,높음,7,18
2024,11080660,성북구,길음1동,27.8311,2,높음,7,16
2024,11110650,노원구,상계1동,27.6534,2,높음,6,14
2024,11140780,마포구,아현동,27.6254,2,높음,7,18
2024,11020600,중구,을지로동,27.6125,2,높음,8,20
2024,11110770,노원구,상계6·7동,27.6107,2,높음,6,14
2024,11160730,강서구,화곡1동,27.6081,2,높음,7,15
2024,11100550,도봉구,방학1동,27.4581,2,높음,7,16
2024,11220510,서초구,서초1동,27.4549,2,높음,6,14
2024,11200710,동작구,흑석동,27.4294,2,높음,7,18
2024,11240800,송파구,잠실3동,27.385,2,높음,6,14
2024,11230530,강남구,논현2동,27.357,2,높음,6,14
2024,11080720,성북구,월곡2동,27.2584,2,높음,8,20
2024,11230630,강남구,대치4동,27.2278,2,높음,8,19
2024,11100650,도봉구,도봉2동,27.221,2,높음,7,16
2024,11160670,강서구,발산1동,27.1304,2,높음,7,18
2024,11080820,성북구,삼선동,27.0964,2,높음,8,20
2024,11250750,강동구,강일동,26.9008,2,높음,7,18
2024,11060870,동대문구,장안1동,26.6735,2,높음,6,14
2024,11050620,광진구,구의3동,26.6516,2,높음,6,14
2024,11120520,은평구,불광1동,26.5943,2,높음,7,18
2024,11050670,광진구,자양4동,26.5072,2,높음,7,18
2024,11100640,도봉구,도봉1동,26.4798,2,높음,8,20
2024,11080830,성북구,동선동,26.3623,2,높음,8,20
2024,11190620,영등포구,양평2동,26.3338,2,높음,7,18
2024,11170710,구로구,구로2동,26.2961,2,높음,6,14
2024,11130760,서대문구,연희동,26.2656,2,높음,7,18
2024,11110580,노원구,하계1동,26.2425,2,높음,8,20
2024,11140770,마포구,공덕동,26.1916,2,높음,7,18
2024,11220590,서초구,반포3동,26.1773,2,높음,7,15
2024,11090740,강북구,우이동,26.0993,2,높음,8,20
2024,11230800,강남구,개포2동,26.0838,2,높음,7,15
2024,11170550,구로구,구로4동,26.0492,2,높음,8,19
2024,11250760,강동구,상일1동,26.015,2,높음,6,16
2024,11220550,서초구,잠원동,26.0019,2,높음,7,18
2024,11060800,동대문구,청량리동,25.9532,2,높음,8,20
2024,11240820,송파구,위례동,25.9237,2,높음,6,14
2024,11120740,은평구,역촌동,25.9192,2,높음,7,18
2024,11180520,금천구,독산1동,25.9021,2,높음,6,14
2024,11240640,송파구,삼전동,25.7841,2,높음,7,18
2024,11070710,중랑구,면목본동,25.7289,2,높음,6,14
2024,11040710,성동구,왕십리도선동,25.6553,2,높음,7,18
2024,11250710,강동구,둔촌2동,25.6237,2,높음,7,18
2024,11200560,동작구,상도4동,25.5407,2,높음,7,15
2024,11170720,구로구,개봉1동,25.5313,2,높음,6,14
2024,11070690,중랑구,신내1동,25.4791,2,높음,7,18
2024,11130730,서대문구,충현동,25.4778,2,높음,7,18
2024,11190720,영등포구,대림3동,25.4056,2,높음,6,14
2024,11140600,마포구,대흥동,25.3288,2,높음,7,18
2024,11120730,은평구,응암3동,25.2136,2,높음,7,18
2024,11080650,성북구,정릉4동,25.1951,2,높음,8,20
2024,11050610,광진구,구의2동,25.1388,2,높음,6,14
2024,11100510,도봉구,쌍문1동,25.0792,3,다소 높음,7,16
2024,11040560,성동구,행당1동,25.0156,3,다소 높음,7,18
2024,11080680,성북구,길음2동,24.8815,3,다소 높음,8,20
2024,11100620,도봉구,창4동,24.8274,3,다소 높음,7,16
2024,11120580,은평구,대조동,24.6989,3,다소 높음,8,19
2024,11070620,중랑구,중화2동,24.6725,3,다소 높음,8,19
2024,11120570,은평구,구산동,24.5371,3,다소 높음,7,18
2024,11090650,강북구,수유3동,24.5168,3,다소 높음,7,16
2024,11170730,구로구,오류2동,24.4827,3,다소 높음,7,18
2024,11140730,마포구,성산2동,24.4696,3,다소 높음,8,19
2024,11130700,서대문구,남가좌2동,24.4491,3,다소 높음,7,18
2024,11060910,동대문구,답십리1동,24.448,3,다소 높음,7,18
2024,11200730,동작구,사당2동,24.4241,3,다소 높음,8,19
2024,11250720,강동구,암사1동,24.416,3,다소 높음,7,15
2024,11150540,양천구,목4동,24.3748,3,다소 높음,7,18
2024,11070600,중랑구,상봉2동,24.2922,3,다소 높음,7,18
2024,11210730,관악구,대학동,24.199,3,다소 높음,6,14
2024,11170620,구로구,고척2동,24.1597,3,다소 높음,8,19
2024,11090720,강북구,송천동,24.1247,3,다소 높음,7,16
2024,11090690,강북구,삼양동,23.9132,3,다소 높음,7,16
2024,11220600,서초구,반포4동,23.9125,3,다소 높음,7,18
2024,11220670,서초구,양재2동,23.8216,3,다소 높음,7,18
2024,11080600,성북구,안암동,23.817,3,다소 높음,8,20
2024,11150520,양천구,목2동,23.7347,3,다소 높음,6,14
2024,11090730,강북구,삼각산동,23.7223,3,다소 높음,7,16
2024,11110760,노원구,상계3·4동,23.6999,3,다소 높음,7,16
2024,11010630,종로구,종로5·6가동,23.6855,3,다소 높음,8,20
2024,11230790,강남구,대치2동,23.5918,3,다소 높음,7,15
2024,11050630,광진구,광장동,23.5602,3,다소 높음,8,19
2024,11150710,양천구,목5동,23.5448,3,다소 높음,6,14
2024,11100570,도봉구,방학3동,23.5208,3,다소 높음,7,16
2024,11240610,송파구,송파1동,23.4634,3,다소 높음,7,18
2024,11200690,동작구,신대방1동,23.4627,3,다소 높음,7,18
2024,11170610,구로구,고척1동,23.4415,3,다소 높음,6,14
2024,11220540,서초구,서초4동,23.4022,3,다소 높음,7,15
2024,11070640,중랑구,묵1동,23.3031,3,다소 높음,7,18
2024,11230660,강남구,도곡1동,23.2835,3,다소 높음,6,14
2024,11020700,중구,다산동,23.2827,3,다소 높음,7,18
2024,11120660,은평구,신사2동,23.2738,3,다소 높음,7,18
2024,11250530,강동구,명일1동,23.2509,3,다소 높음,7,18
2024,11220680,서초구,내곡동,23.1262,3,다소 높음,7,18
2024,11240540,송파구,거여2동,23.1078,3,다소 높음,6,14
2024,11210780,관악구,은천동,23.0757,3,다소 높음,6,14
2024,11140690,마포구,망원1동,23.0582,3,다소 높음,8,19
2024,11020570,중구,필동,23.028,3,다소 높음,8,20
2024,11040730,성동구,옥수동,23.0231,3,다소 높음,7,18
2024,11240520,송파구,풍납2동,23.0203,3,다소 높음,7,18
2024,11030740,용산구,한남동,22.8091,3,다소 높음,7,18
2024,11140760,마포구,서강동,22.8051,3,다소 높음,7,18
2024,11110600,노원구,중계본동,22.7761,3,다소 높음,7,18
2024,11230710,강남구,개포4동,22.6704,3,다소 높음,7,18
2024,11160690,강서구,공항동,22.6269,3,다소 높음,8,19
2024,11120510,은평구,녹번동,22.5632,3,다소 높음,8,19
2024,11080710,성북구,월곡1동,22.4912,3,다소 높음,7,16
2024,11240810,송파구,장지동,22.4545,3,다소 높음,6,14
2024,11060730,동대문구,휘경2동,22.4449,3,다소 높음,7,18
2024,11130620,서대문구,홍제1동,22.4052,3,다소 높음,7,18
2024,11220570,서초구,반포1동,22.3893,3,다소 높음,6,14
2024,11120670,은평구,증산동,22.3378,3,다소 높음,7,18
2024,11110780,노원구,중계2·3동,22.3054,3,다소 높음,6,14
2024,11080610,성북구,보문동,22.3028,3,다소 높음,8,20
2024,11160700,강서구,방화1동,22.2033,4,보통,7,15
2024,11100590,도봉구,창1동,22.1696,4,보통,8,17
2024,11080810,성북구,성북동,22.1615,4,보통,8,20
2024,11100600,도봉구,창2동,22.0986,4,보통,8,17
2024,11090640,강북구,수유2동,22.0204,4,보통,7,16
2024,11120550,은평구,갈현1동,21.9722,4,보통,7,18
2024,11250670,강동구,성내3동,21.9652,4,보통,6,14
2024,11060890,동대문구,이문1동,21.9598,4,보통,7,18
2024,11090750,강북구,인수동,21.9497,4,보통,7,16
2024,11020710,중구,약수동,21.9312,4,보통,7,16
2024,11230750,강남구,수서동,21.8734,4,보통,8,19
2024,11110520,노원구,월계2동,21.854,4,보통,7,16
2024,11250610,강동구,천호1동,21.841,4,보통,8,19
2024,11050540,광진구,군자동,21.8153,4,보통,7,18
2024,11200550,동작구,상도3동,21.8144,4,보통,7,18
2024,11150530,양천구,목3동,21.7994,4,보통,7,15
2024,11120590,은평구,응암1동,21.6776,4,보통,6,14
2024,11160710,강서구,방화2동,21.5713,4,보통,7,18
2024,11140750,마포구,도화동,21.5531,4,보통,7,18
2024,11030710,용산구,청파동,21.5477,4,보통,7,18
2024,11090610,강북구,번2동,21.4333,4,보통,8,20
2024,11190730,영등포구,영등포본동,21.4329,4,보통,6,14
2024,11100540,도봉구,쌍문4동,21.4116,4,보통,8,20
2024,11030530,용산구,남영동,21.2899,4,보통,7,18
2024,11040540,성동구,마장동,21.2645,4,보통,7,18
2024,11150510,양천구,목1동,21.2075,4,보통,6,14
2024,11150700,양천구,신정7동,21.1916,4,보통,6,14
